"Date","hs","fp","tm","dir","U10","V10","t.tide","res","a.tide","lg.hs.p","lg.hs.r"
2006-11-20 22:00:00,2.506,0.144,5.33,275.5,14.5,2,3.05,0.35,2.7,-0.283608733801989,1.20229659027587
2006-11-20 23:00:00,2.562,0.143,5.41,277.6,14.8,0.5,3.28,0.31,2.97,-0.281832202661073,1.22262040613562
2006-11-21 00:00:00,2.608,0.143,5.45,279.2,15,0,2.71,0.31,2.4,-0.279396571996536,1.23798021606094
2006-11-21 01:00:00,2.64,0.143,5.48,280,15,-0.1,1.55,0.31,1.24,-0.27786755975011,1.24864647690833
2006-11-21 02:00:00,2.676,0.142,5.53,280.8,15.1,-0.6,0.19,0.3,-0.11,-0.277704031585586,1.26202717385157
2006-11-21 03:00:00,2.744,0.141,5.58,281.5,15.3,-1,-1.15,0.36,-1.51,-0.276913947460001,1.28633065732364
2006-11-21 04:00:00,2.798,0.14,5.65,282,15.5,-0.8,-2.02,0.44,-2.46,-0.277435773804963,1.30634065004825
2006-11-21 05:00:00,2.846,0.138,5.7,282.1,15.8,-0.5,-2.48,0.45,-2.93,-0.278517826630958,1.32443232629862
2006-11-21 06:00:00,2.9,0.135,5.74,282,15.8,-0.5,-2.45,0.42,-2.87,-0.27790700898003,1.34261774597246
2006-11-21 07:00:00,2.946,0.134,5.79,282.4,16,-0.7,-1.57,0.4,-1.97,-0.276087180853584,1.35653549889402
2006-11-21 08:00:00,2.962,0.133,5.82,282.6,15.8,-0.4,0.05,0.38,-0.33,-0.273528811027263,1.35939352687287
2006-11-21 09:00:00,2.952,0.132,5.84,282.9,15.4,-0.9,1.76,0.36,1.4,-0.271957425030567,1.35444033176879
2006-11-21 10:00:00,2.928,0.132,5.84,283.7,15.1,-1.9,2.97,0.39,2.58,-0.271789321659281,1.34610891775835
2006-11-21 11:00:00,2.892,0.133,5.81,284.6,14.9,-2.4,3.49,0.37,3.12,-0.270899191838682,1.3328474961352
2006-11-21 12:00:00,2.83,0.134,5.78,285.6,14.4,-3.2,3.2,0.38,2.82,-0.271417396295511,1.31169410795066
2006-11-21 13:00:00,2.766,0.134,5.76,286.7,13.8,-3.5,2.17,0.4,1.77,-0.27245898193357,1.28986121517614
2006-11-21 14:00:00,2.698,0.135,5.72,287.3,13.6,-3.7,0.88,0.4,0.48,-0.27172828477706,1.26423904256262
2006-11-21 15:00:00,2.65,0.137,5.67,287.6,13.5,-3.7,-0.62,0.38,-1,-0.269868972190495,1.24442861218863
2006-11-21 16:00:00,2.588,0.14,5.61,288,13,-3.9,-1.73,0.39,-2.12,-0.267308945854179,1.21819432249283
2006-11-21 17:00:00,2.532,0.142,5.52,288.6,12.8,-4.3,-2.38,0.34,-2.72,-0.26564046203585,1.19464996631778
2006-11-23 18:00:00,2.58,0.152,5.2,255.8,14.3,9.4,-1.96,0.72,-2.68,-0.220917099428164,1.16870649836169
2006-11-23 19:00:00,2.664,0.147,5.3,258.1,14,9.1,-2.23,0.69,-2.92,-0.219804497158798,1.19963324983694
2006-11-23 20:00:00,2.582,0.145,5.32,259.3,13,9.2,-1.81,0.67,-2.48,-0.220072723089122,1.16863701551357
2006-11-23 21:00:00,2.51,0.145,5.28,259.5,13,9,-0.45,0.71,-1.16,-0.220900390412993,1.14118314355669
2006-11-25 21:00:00,2.61,0.157,5.06,243.2,11.1,13.3,-2.13,0.43,-2.56,-0.171754245911972,1.13110446724657
2006-11-25 22:00:00,2.554,0.155,5.16,246.8,12.2,11.7,-1.28,0.41,-1.69,-0.170854643327607,1.10851540093795
2006-11-25 23:00:00,2.548,0.154,5.19,250.3,12.7,11.1,0.13,0.38,-0.25,-0.168760112746829,1.10406885045675
2006-11-26 00:00:00,2.532,0.153,5.2,253.2,13.1,9.8,1.55,0.35,1.2,-0.165989914920314,1.09499941920224
2006-12-03 08:00:00,2.58,0.157,5.25,252.3,13.8,9.3,3.33,1.13,2.2,-0.100777146189984,1.04856654512351
2006-12-03 09:00:00,2.628,0.154,5.32,255.8,13.3,9.3,3.94,0.91,3.03,-0.100487194935889,1.06671029555825
2006-12-03 10:00:00,2.512,0.154,5.22,255.1,11.9,10.8,3.81,0.75,3.06,-0.101554459641258,1.02263370824721
2006-12-03 12:00:00,2.648,0.158,4.98,245,11.3,15.2,1.79,0.8,0.99,-0.103766366439152,1.07757100451391
2006-12-03 13:00:00,3.154,0.153,5.17,241.3,13,17.5,0.15,0.62,-0.47,-0.10609762425466,1.25476911279551
2006-12-03 14:00:00,3.694,0.14,5.61,243.1,14.1,18.3,-1.07,0.75,-1.82,-0.106727410045462,1.41343729182251
2006-12-03 15:00:00,4.1,0.13,6.02,248.1,16.4,17,-1.81,0.86,-2.67,-0.106249274361342,1.5172362480716
2006-12-03 16:00:00,4.246,0.126,6.31,253.7,17.6,14.3,-2.15,0.9,-3.05,-0.105023819903717,1.55100118318478
2006-12-03 17:00:00,4.094,0.124,6.43,258.4,17.6,11.3,-1.77,1.05,-2.82,-0.104769029223183,1.51429151646228
2006-12-03 18:00:00,3.924,0.123,6.41,261.9,17.6,9.7,-0.36,1.26,-1.62,-0.105967178074355,1.47307871977747
2006-12-03 19:00:00,3.79,0.122,6.32,263.8,17.3,9.8,1.38,1.15,0.23,-0.106426796213603,1.43879281530794
2006-12-03 20:00:00,3.626,0.12,6.25,265.2,16.8,8.6,2.87,0.97,1.9,-0.108285603150859,1.39641571548352
2006-12-03 21:00:00,3.456,0.12,6.17,266.6,16.3,7.9,3.8,0.81,2.99,-0.110768327697147,1.35088017863896
2006-12-03 22:00:00,3.386,0.121,6.11,267.9,16.8,7.2,4,0.67,3.33,-0.111469431204468,1.33111871491541
2006-12-03 23:00:00,3.366,0.121,6.1,268.8,16.6,7.3,3.42,0.65,2.77,-0.11102502950425,1.32475012527286
2006-12-04 00:00:00,3.382,0.121,6.12,269.8,16.7,6.9,2.31,0.75,1.56,-0.109928992726053,1.32839624320244
2006-12-04 01:00:00,3.408,0.122,6.13,270.5,17,6.7,0.72,0.61,0.11,-0.109766022813845,1.33589163178091
2006-12-04 02:00:00,3.426,0.122,6.12,270.9,17.3,6.3,-0.76,0.68,-1.44,-0.11097581706322,1.34236921696515
2006-12-04 03:00:00,3.378,0.124,6.1,270.9,16.7,6.6,-1.79,0.72,-2.51,-0.11158531652146,1.32886913490707
2006-12-04 04:00:00,3.342,0.126,6.07,271.1,16.8,5.9,-2.43,0.67,-3.1,-0.113513816354632,1.32008324652783
2006-12-04 05:00:00,3.288,0.127,6.04,271.6,16.6,5.4,-2.55,0.64,-3.19,-0.116028610780882,1.30630808797482
2006-12-04 06:00:00,3.164,0.128,5.95,271.9,16,5.4,-1.73,0.65,-2.38,-0.116857428709323,1.26869447861473
2006-12-04 07:00:00,3.008,0.13,5.85,271.6,15.1,5.8,-0.1,0.55,-0.65,-0.116503105497028,1.21777851158462
2006-12-04 08:00:00,2.824,0.131,5.71,270.7,14.1,6.4,1.71,0.44,1.27,-0.11541693295022,1.15357125258122
2006-12-04 09:00:00,2.588,0.133,5.5,268.7,12.6,7.5,3.09,0.44,2.65,-0.115343409133563,1.06622878577222
2006-12-05 18:00:00,2.596,0.159,5.07,257.9,16.1,4.6,-2.64,0.71,-3.35,-0.145271641597028,1.09924344043887
2006-12-05 19:00:00,2.7,0.155,5.24,262.3,15.5,5.2,-1.84,0.81,-2.65,-0.146233834236415,1.1394856072467
2006-12-05 20:00:00,2.576,0.152,5.26,264,13.9,5.8,-0.15,0.81,-0.96,-0.148523661512475,1.09476146975458
2006-12-05 22:00:00,2.528,0.149,5.25,269,15,3.4,3.13,0.58,2.55,-0.152572513017452,1.08000098930206
2006-12-05 23:00:00,2.514,0.146,5.29,270.9,14.4,4.2,3.78,0.44,3.34,-0.152562044433678,1.07443715460173
2006-12-07 07:00:00,2.512,0.158,5,253,13.3,9.6,-2.27,0.83,-3.1,-0.190114332520627,1.11119358112658
2006-12-07 08:00:00,2.506,0.157,5.07,254,13.4,9.5,-1.56,0.83,-2.39,-0.189653795537509,1.10834165201139
2006-12-07 09:00:00,2.506,0.154,5.15,255.7,13.1,9.3,0.1,0.86,-0.76,-0.190099548502342,1.10878740497622
2006-12-07 10:00:00,2.514,0.152,5.17,256.4,13.3,9.6,2,0.82,1.18,-0.191934442137929,1.11380955230598
2006-12-08 08:00:00,2.728,0.144,5.52,294.8,12.1,-9.5,-2.55,0.21,-2.76,-0.221346183074247,1.22491492305546
2006-12-08 09:00:00,2.864,0.141,5.71,298.1,11.7,-8.9,-1.62,0.18,-1.8,-0.221913351656658,1.27413260075506
2006-12-08 10:00:00,2.568,0.139,5.71,300.8,7.5,-5.8,0.03,0.15,-0.12,-0.223862229514359,1.16698961534207
2006-12-12 12:00:00,2.542,0.158,4.94,251.3,14,10.3,-0.55,0.55,-1.1,-0.356094458294235,1.2890456310615
2006-12-12 13:00:00,2.614,0.15,5.23,256.3,13.6,8.2,0.53,0.76,-0.23,-0.359041914293355,1.31992352949538
2006-12-13 13:00:00,2.58,0.155,5.06,244.8,12.3,13,-0.35,0.67,-1.02,-0.384682223129215,1.33247162206274
2006-12-13 14:00:00,2.604,0.149,5.24,248.4,11.9,12.1,0.48,0.74,-0.26,-0.385712825443474,1.3427615497898
2006-12-13 15:00:00,2.504,0.148,5.26,250.3,11.6,11.7,1.37,0.74,0.63,-0.385610735074534,1.30350018831239
2006-12-31 16:00:00,3.034,0.151,5.28,241.8,12.7,15.3,-1.18,0.9,-2.08,-0.194572910923916,1.30445479185026
2006-12-31 17:00:00,3.394,0.143,5.6,246.7,14.7,15.4,0.11,1.18,-1.07,-0.193408703691706,1.41541787050374
2006-12-31 18:00:00,3.844,0.135,5.91,253.9,19.4,10.9,1.52,1.16,0.36,-0.193722171752422,1.54023566286047
2006-12-31 19:00:00,3.91,0.125,6.4,264.6,18.1,3.6,2.73,1.1,1.63,-0.193380980762372,1.55691835475965
2006-12-31 20:00:00,3.486,0.125,6.31,268.2,15.6,5.7,3.38,0.95,2.43,-0.194346513605073,1.4431014607029
2006-12-31 21:00:00,3.096,0.129,5.99,268.7,15.1,7.3,3.42,0.83,2.59,-0.195902635480168,1.32601359120765
2006-12-31 22:00:00,3.148,0.131,5.77,268,17.2,6.3,2.9,0.8,2.1,-0.195760548149755,1.34252787870491
2006-12-31 23:00:00,3.176,0.132,5.8,269.7,16.5,4.6,2.01,0.88,1.13,-0.194439658397321,1.35006220178221
2007-01-01 00:00:00,3.15,0.133,5.77,270,16.9,5.5,0.52,0.99,-0.47,-0.192374731327292,1.33977718416483
2007-01-01 01:00:00,3.146,0.133,5.78,271.7,16.9,2.6,-0.57,0.92,-1.49,-0.191326836875971,1.33745864151206
2007-01-01 02:00:00,2.944,0.134,5.76,273.4,14.8,3.3,-1.58,0.65,-2.23,-0.191676567808844,1.27144576867547
2007-01-01 03:00:00,2.808,0.135,5.66,273.5,15.4,3.2,-2.18,0.48,-2.66,-0.191334157115345,1.22380664327891
2007-01-01 04:00:00,2.862,0.138,5.62,274.3,16.3,1.9,-2.08,0.45,-2.53,-0.192394257165893,1.24391493830015
2007-01-01 05:00:00,2.978,0.138,5.68,276.4,16.6,-0.2,-1.22,0.34,-1.56,-0.194007454619283,1.2852593888811
2007-01-01 06:00:00,2.96,0.138,5.73,278.5,15.7,-0.5,0.11,0.17,-0.06,-0.193842374851318,1.27903164318729
2007-01-01 07:00:00,2.84,0.139,5.7,279.5,15,0.5,1.54,0.14,1.4,-0.192578222706673,1.23638227487979
2007-01-01 08:00:00,2.724,0.139,5.63,279.2,14.7,1.8,2.58,0.13,2.45,-0.190607186959879,1.19270857524715
2007-01-01 09:00:00,2.626,0.14,5.56,278.3,14.3,2.7,2.9,0.06,2.84,-0.189557059119188,1.15501883499979
2007-01-01 19:00:00,2.618,0.145,5.39,283.5,15.1,-2.5,1,0.2,0.8,-0.188390677525661,1.15080134501337
2007-01-01 20:00:00,2.73,0.142,5.55,283.5,15.3,-1.5,2.22,0.13,2.09,-0.189518140999713,1.19381975019658
2007-01-01 21:00:00,2.928,0.139,5.7,283,16.2,-1.3,2.9,0.08,2.82,-0.191182230661843,1.26550182676091
2007-01-01 22:00:00,3.024,0.134,5.82,282.8,16.2,-0.6,2.86,0.05,2.81,-0.191142265775171,1.29772272409246
2007-01-01 23:00:00,3.058,0.132,5.87,282.3,16.3,-0.2,2.04,0.04,2,-0.189986740883028,1.3077478483899
2007-01-02 00:00:00,3.128,0.131,5.92,282.1,16.8,-0.2,0.79,0.04,0.75,-0.188081308160547,1.32847513084361
2007-01-02 01:00:00,3.234,0.13,5.98,282.1,17.3,-0.5,-0.53,0.04,-0.57,-0.187138894875898,1.36085865603081
2007-01-02 02:00:00,3.35,0.13,6.04,282.1,17.8,-0.7,-1.57,0.07,-1.64,-0.187646826986097,1.39660717282307
2007-01-02 03:00:00,3.488,0.129,6.13,281.9,18.1,-0.7,-2.27,0.12,-2.39,-0.187408579698363,1.4367370857451
2007-01-02 04:00:00,3.596,0.128,6.2,281.9,18.4,-1,-2.61,0.18,-2.79,-0.188566923462863,1.46838904007224
2007-01-02 05:00:00,3.704,0.126,6.29,282.6,18.7,-1.8,-2.3,0.26,-2.56,-0.190341533283735,1.49975485006767
2007-01-02 06:00:00,3.874,0.122,6.4,283.7,19.2,-2.9,-1.16,0.26,-1.42,-0.190331922199985,1.54461948718479
2007-01-02 07:00:00,4.01,0.119,6.52,284.3,19.2,-2.9,0.38,0.16,0.22,-0.189169152987235,1.57796039430571
2007-01-02 08:00:00,4.062,0.119,6.58,285.1,19.3,-4,1.91,0.17,1.74,-0.18735214821739,1.58902761137558
2007-01-02 09:00:00,4.004,0.119,6.6,285.9,18.4,-4.3,3.08,0.32,2.76,-0.186460557538215,1.57375441899119
2007-01-02 10:00:00,3.882,0.119,6.56,286.6,17.8,-4.1,3.45,0.37,3.08,-0.186939131451452,1.54328961619827
2007-01-02 11:00:00,3.738,0.12,6.49,287.1,17.1,-4.3,2.87,0.32,2.55,-0.186809759476055,1.50536046850943
2007-01-02 12:00:00,3.574,0.121,6.41,287.8,16,-4.4,1.59,0.21,1.38,-0.187996790756137,1.46168220749337
2007-01-02 13:00:00,3.386,0.123,6.32,288.7,14.7,-4.8,0,0.04,-0.04,-0.189762468757414,1.40941175246836
2007-01-02 14:00:00,3.158,0.128,6.19,289.6,13.5,-4.9,-1.35,-0.03,-1.32,-0.189839577146842,1.33977849298029
2007-01-02 15:00:00,2.892,0.13,6,290.3,12.4,-4.3,-2.33,-0.08,-2.25,-0.188725901312666,1.25067420560918
2007-01-02 16:00:00,2.616,0.132,5.77,290.5,11.7,-3.5,-3.02,-0.15,-2.87,-0.186877788606408,1.14852422220136
2007-01-04 04:00:00,2.586,0.148,5.28,274.8,15.6,1.4,-1.74,0.45,-2.19,-0.189162111703383,1.13927439205305
2007-01-04 05:00:00,2.73,0.144,5.41,276.5,16,0.7,-2.41,0.41,-2.82,-0.191077409075392,1.19537901827226
2007-01-04 06:00:00,2.836,0.142,5.57,278.1,15.8,0.2,-2.64,0.34,-2.98,-0.191313139927103,1.23370774859698
2007-01-04 07:00:00,2.842,0.14,5.66,279.2,15.5,0.3,-1.98,0.27,-2.25,-0.190345476315558,1.23485350599047
2007-01-04 08:00:00,2.814,0.138,5.67,279.8,15.3,0.4,-0.4,0.2,-0.6,-0.188652355958029,1.22325931465023
2007-01-04 09:00:00,2.808,0.137,5.68,280.2,15.5,0.1,1.4,0.19,1.21,-0.187951614864346,1.22042410102791
2007-01-04 10:00:00,2.808,0.136,5.68,280.4,15.3,0.2,2.83,0.22,2.61,-0.188667019218114,1.22113950538168
2007-01-04 11:00:00,2.784,0.136,5.68,280.6,15.2,0,3.58,0.22,3.36,-0.188665568892761,1.21255431136493
2007-01-04 12:00:00,2.738,0.136,5.66,281,14.7,-0.3,3.47,0.2,3.27,-0.190026475183191,1.19725420204945
2007-01-04 13:00:00,2.684,0.138,5.62,281.2,14.6,-0.4,2.39,0.14,2.25,-0.192032938380627,1.17934115749006
2007-01-04 14:00:00,2.606,0.141,5.56,281.3,14.1,-0.6,0.86,0.07,0.79,-0.192220912992435,1.15003739169509
2007-01-09 00:00:00,2.606,0.157,5.04,248.3,12.7,12.3,1.21,0.47,0.74,-0.206584527802473,1.16440100650513
2007-01-09 01:00:00,2.698,0.155,5.13,248.7,13,12.5,2.43,0.46,1.97,-0.205907636663095,1.19841839444866
2007-01-09 02:00:00,2.732,0.153,5.22,249.5,13.1,12.4,3.04,0.44,2.6,-0.206578096869047,1.21161203857759
2007-01-09 03:00:00,2.724,0.151,5.28,250.6,12.9,11.8,2.95,0.47,2.48,-0.206590011600865,1.20869139988813
2007-01-09 04:00:00,2.748,0.15,5.31,251.6,13.5,11.3,2.15,0.56,1.59,-0.207954143095371,1.21882751745547
2007-01-09 05:00:00,2.688,0.15,5.36,253.8,13.2,8.9,1,0.62,0.38,-0.209846334886902,1.19864375754781
2007-01-11 03:00:00,2.914,0.151,5.14,242.1,12.2,16.2,2.78,0.77,2.01,-0.207938111391115,1.27746481916413
2007-01-11 04:00:00,3.17,0.141,5.51,245.3,12.8,15.5,3.05,0.95,2.1,-0.209086229774937,1.36281781766413
2007-01-11 05:00:00,3.28,0.139,5.66,248.3,14.2,14,2.71,1.13,1.58,-0.21088922411064,1.39873264650669
2007-01-11 06:00:00,3.244,0.136,5.79,254.1,15.1,9.9,1.95,1.27,0.68,-0.210910885735504,1.38771802198867
2007-01-11 07:00:00,3.08,0.137,5.81,260,15.6,4.2,0.97,1.29,-0.32,-0.209759442264995,1.33468903925048
2007-01-11 08:00:00,2.828,0.14,5.72,265.3,14.5,2.4,0.08,1.23,-1.15,-0.207956711839217,1.24752645987354
2007-01-11 09:00:00,2.82,0.142,5.6,268.5,16,3.2,-0.5,1.17,-1.67,-0.20705951089764,1.24379639584766
2007-01-11 10:00:00,3.112,0.14,5.59,269.9,18.4,4.5,-0.72,1.2,-1.92,-0.207535487453073,1.34280109376922
2007-01-11 11:00:00,3.332,0.134,5.82,272,18.4,3.9,-0.53,1.22,-1.75,-0.207383699749844,1.41095642405444
2007-01-11 12:00:00,3.558,0.13,6.03,274,19.2,3.3,0.14,1.13,-0.99,-0.208551396367451,1.47774998561109
2007-01-11 13:00:00,3.78,0.126,6.26,275.5,19.7,3.2,1.04,0.88,0.16,-0.210277991411769,1.54000200104327
2007-01-11 14:00:00,3.92,0.121,6.41,276.6,19.7,2.6,1.99,0.77,1.22,-0.210319169890191,1.57641082369256
2007-01-11 15:00:00,3.97,0.119,6.54,278.4,19.4,0.9,2.7,0.73,1.97,-0.209149889726191,1.58791598442529
2007-01-11 16:00:00,3.932,0.118,6.63,280.4,18.3,-0.4,2.8,0.61,2.19,-0.20724940149671,1.57639760378163
2007-01-11 17:00:00,3.804,0.118,6.62,281.8,17.5,-0.4,2.26,0.42,1.84,-0.206334328498632,1.54238747318178
2007-01-11 18:00:00,3.602,0.118,6.51,282.4,16.5,-0.6,1.29,0.24,1.05,-0.206829751183582,1.48831899793735
2007-01-11 19:00:00,3.356,0.12,6.34,282.5,15.8,-0.2,0.24,0.18,0.06,-0.206601458108,1.41735124671296
2007-01-11 20:00:00,3.138,0.123,6.15,282.2,15.3,0.5,-0.65,0.19,-0.84,-0.207729976218262,1.3513156305291
2007-01-11 21:00:00,2.968,0.129,5.93,281.2,15,1.4,-1.35,0.15,-1.5,-0.209497295859439,1.29738562116457
2007-01-11 22:00:00,2.782,0.132,5.76,280.3,14.4,2.2,-1.88,0.04,-1.92,-0.209440688548437,1.23261078204969
2007-01-11 23:00:00,2.598,0.134,5.57,278.8,13.9,3,-2.05,-0.03,-2.02,-0.208253534373304,1.16299545262171
2007-01-13 18:00:00,2.762,0.15,5.25,260.9,16.5,-1.8,2.55,0.89,1.66,-0.197768238786594,1.21372329377369
2007-01-13 19:00:00,2.736,0.145,5.38,273.4,14.2,-5.5,2.52,1.14,1.38,-0.197444269690163,1.20394126945047
2007-01-13 20:00:00,2.576,0.151,5.29,278.5,14.6,-3.2,1.74,0.98,0.76,-0.198408706825842,1.14464651506795
2007-01-13 21:00:00,2.588,0.151,5.3,280.1,15,-1.7,0.84,0.83,0.01,-0.199964535306459,1.15084991194511
2007-01-13 22:00:00,2.694,0.147,5.4,281.4,15.5,-2,0.08,0.79,-0.71,-0.199803926934428,1.1908310049226
2007-01-13 23:00:00,2.754,0.143,5.51,283.2,14.8,-2.4,-0.54,0.71,-1.25,-0.198406795166644,1.21146119547311
2007-01-14 00:00:00,2.69,0.142,5.56,284.6,13.9,-2.3,-1.1,0.51,-1.61,-0.196364723132682,1.18590591674643
2007-01-14 01:00:00,2.53,0.143,5.48,285.3,13,-1.8,-1.45,0.25,-1.7,-0.19528205886815,1.12350136160758
2007-01-17 05:00:00,2.742,0.154,5.18,258.2,16.5,7.1,-1.43,0.53,-1.96,-0.1720630749553,1.18075065609542
2007-01-17 06:00:00,3,0.144,5.42,262.9,17.4,5.9,-0.25,0.59,-0.84,-0.171810524401877,1.27042281306999
2007-01-17 07:00:00,3.086,0.141,5.63,266,17,5.4,1.16,0.59,0.57,-0.170361835386238,1.29723758932721
2007-01-17 08:00:00,3.068,0.139,5.67,267.1,16.5,6.3,2.35,0.56,1.79,-0.168175972285872,1.28920185579088
2007-01-17 09:00:00,2.962,0.136,5.67,267.9,15.6,6.8,3.08,0.54,2.54,-0.166989948952691,1.2528546647983
2007-01-17 10:00:00,2.694,0.134,5.58,268,12.3,7,3.15,0.5,2.65,-0.167208558761873,1.15823563675005
2007-01-17 12:00:00,2.524,0.142,5.15,263.4,15.7,7.5,1.56,0.61,0.95,-0.167637066762999,1.09348201144197
2007-01-17 13:00:00,2.792,0.144,5.33,265.9,16.5,5.7,0.37,0.65,-0.28,-0.169092352415762,1.19585053731589
2007-01-17 14:00:00,2.962,0.141,5.58,269.2,16.7,3.8,-0.69,0.65,-1.34,-0.168776665450994,1.2546413812966
2007-01-17 15:00:00,2.926,0.137,5.7,271.6,15.4,3.7,-1.49,0.61,-2.1,-0.167345158482686,1.24098146108062
2007-01-17 16:00:00,2.714,0.137,5.6,271.6,13.8,5.5,-2.04,0.52,-2.56,-0.165214224696188,1.16363778610887
2007-01-17 17:00:00,2.556,0.14,5.35,268.8,13.4,7.2,-2.07,0.43,-2.5,-0.163987604583019,1.10243114109831
2007-01-17 20:00:00,2.52,0.147,5.14,261.1,14.1,9,1.54,0.3,1.24,-0.1646487235787,1.08890762510203
2007-01-17 21:00:00,2.63,0.146,5.25,262,14.6,8.3,2.62,0.33,2.29,-0.166123707902843,1.13310755409252
2007-01-17 22:00:00,2.624,0.145,5.31,263.3,14.3,7.6,3.04,0.32,2.72,-0.165865470258313,1.13056534134016
2007-01-17 23:00:00,2.542,0.145,5.29,263.6,13.7,7.3,2.71,0.35,2.36,-0.164395889650517,1.09734706241778
2007-01-18 11:00:00,2.656,0.158,4.94,261.4,16.9,3.2,3.91,0.96,2.95,-0.158145930215107,1.13496716182929
2007-01-18 12:00:00,2.944,0.15,5.31,266.8,18.1,2.6,3.11,1.08,2.03,-0.159010519948059,1.23877972081469
2007-01-18 13:00:00,3.248,0.142,5.61,269.6,18.7,2.5,1.92,1.22,0.7,-0.160535049082486,1.33857447138192
2007-01-18 14:00:00,3.362,0.138,5.8,271.4,18.3,2.6,0.61,1.31,-0.7,-0.160284630861329,1.37282066584775
2007-01-18 15:00:00,3.376,0.132,5.92,272.8,18,2.7,-0.54,1.27,-1.81,-0.158866287937414,1.37555786467112
2007-01-18 16:00:00,3.454,0.13,6.02,274.4,18.3,2.4,-1.56,1.04,-2.6,-0.156803159174001,1.39633613889849
2007-01-18 17:00:00,3.616,0.128,6.19,276.1,18.9,2.1,-2.22,0.79,-3.01,-0.155650854854361,1.44101929738429
2007-01-18 18:00:00,3.724,0.123,6.31,277.4,18.9,2.1,-2.16,0.59,-2.75,-0.155878342510015,1.47067670192484
2007-01-18 19:00:00,3.712,0.121,6.39,278.6,18.4,2.2,-1.2,0.31,-1.51,-0.155483473013878,1.46705428793783
2007-01-18 20:00:00,3.696,0.12,6.42,279.2,18.4,2.1,0.42,0.21,0.21,-0.156414813238288,1.46366596701773
2007-01-18 21:00:00,3.644,0.12,6.42,279.6,17.8,2,2.04,0.27,1.77,-0.157910568681349,1.45099254807906
2007-01-18 22:00:00,3.546,0.12,6.38,279.8,17.3,2.1,3.07,0.27,2.8,-0.157727741396555,1.42354794904857
2007-01-18 23:00:00,3.422,0.121,6.3,279.6,16.6,2.4,3.34,0.26,3.08,-0.156340079442686,1.38656525491269
2007-01-19 00:00:00,3.268,0.122,6.21,279.5,16,2.5,2.71,0.27,2.44,-0.154228149175802,1.33840632617356
2007-01-19 01:00:00,3.108,0.126,6.09,279.2,15.5,2.7,1.41,0.25,1.16,-0.153107362751109,1.28708679525651
2007-01-19 02:00:00,2.98,0.129,5.93,278.6,15.1,2.8,-0.04,0.25,-0.29,-0.153404115112601,1.24532741562991
2007-01-19 03:00:00,2.804,0.131,5.8,278.1,14.2,3.4,-1.27,0.3,-1.57,-0.152982982378674,1.18402995155102
2007-01-19 04:00:00,2.586,0.132,5.62,276.9,13,4.2,-2.12,0.33,-2.45,-0.153925804682176,1.10403808503184
2007-01-20 08:00:00,2.604,0.155,5.12,266.5,16.4,4.7,-0.57,0.85,-1.42,-0.146150578291215,1.10319930263754
2007-01-20 09:00:00,2.88,0.145,5.4,269.4,17.1,4.7,1.4,0.79,0.61,-0.145129678849065,1.20291997299692
2007-01-20 10:00:00,3.08,0.139,5.65,271.1,17.1,5.3,3.08,0.73,2.35,-0.145501365714032,1.27043096269951
2007-01-20 11:00:00,3.076,0.133,5.74,270.9,15.8,7.1,4.08,0.64,3.44,-0.145241881332431,1.26887193297583
2007-01-20 12:00:00,3.022,0.131,5.7,268.8,15.3,8.5,4.14,0.42,3.72,-0.146321387433499,1.25224025128405
2007-01-20 13:00:00,3.026,0.131,5.68,267,15.6,8.5,3.2,0.25,2.95,-0.147956480715963,1.25519809608213
2007-01-20 14:00:00,2.986,0.132,5.67,266.1,14.9,8.2,1.7,0.25,1.45,-0.147867142409903,1.2418018415269
2007-01-20 15:00:00,2.794,0.133,5.59,265.1,13.5,8.4,0.07,0.31,-0.24,-0.146681357333342,1.17415561816811
2007-01-20 16:00:00,2.576,0.135,5.37,262.3,11.8,9,-1.3,0.4,-1.7,-0.144725440032912,1.09096324827502
2007-01-20 20:00:00,2.516,0.154,5.13,256.1,13.3,8.8,-2.25,0.31,-2.56,-0.145044892282181,1.06771523112038
2007-01-20 22:00:00,2.588,0.152,5.19,257,14.7,9,1.72,0.32,1.4,-0.146725705366537,1.09761108200519
2007-01-20 23:00:00,2.776,0.146,5.43,263.5,15.6,2.4,3.25,0.39,2.86,-0.145530691668532,1.16654173431309
2007-01-21 00:00:00,2.778,0.143,5.58,270.9,15.5,-2,3.96,0.44,3.52,-0.143661835492521,1.16539307982467
2007-01-21 01:00:00,2.88,0.142,5.56,278.4,15.1,-6.7,3.71,0.46,3.25,-0.142679663044343,1.2004699571922
2007-01-21 02:00:00,2.93,0.142,5.63,283.1,15.4,-4.6,2.45,0.5,1.95,-0.143165434631592,1.21816785766057
2007-01-21 03:00:00,2.974,0.14,5.7,282,16.1,0.6,0.73,0.41,0.32,-0.143004685927699,1.23291253396566
2007-01-21 04:00:00,2.99,0.139,5.65,277.3,16.2,4,-0.95,0.33,-1.28,-0.144141045461708,1.2394144328643
2007-01-21 05:00:00,3.156,0.138,5.65,274,18.1,4.7,-2.19,0.23,-2.42,-0.145876248962038,1.29518165194567
2007-01-21 06:00:00,3.558,0.132,5.86,275.4,19.8,1.4,-3,0.17,-3.17,-0.145903744334369,1.41510233357801
